,Unnamed: 0,Chord,Composer,File,NormalForm,Offset,PCsInNormalForm,beatNumber,measureNumber,pieceNumber,pieceName,movementName,genre,publicationYear,Epoch,Source,fileFormat,phraseAnalysis,fileConversion,getChords,Common Names,Contains 7th,isExtended,extendedInd
19524,19524,<music21.chord.Chord F#5 B-5 C#6 F#6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",179,"[6, 10, 1]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19525,19525,<music21.chord.Chord F#5 B-5 C#6 F#6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",179,"[6, 10, 1]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19530,19530,<music21.chord.Chord F5 F6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 1]",180,"[5, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Octave,FALSE,Extended Chord,1
19531,19531,<music21.chord.Chord F5 F6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 1]",180,"[5, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Octave,FALSE,Extended Chord,1
19536,19536,<music21.chord.Chord F#5 B5 F#6 E-4 E-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",181,"[11, 3, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19537,19537,<music21.chord.Chord F#5 B5 F#6 E-4 E-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",181,"[11, 3, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19540,19540,<music21.chord.Chord F#5 B5 F#6 B3 B4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",182,"[6, 11]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fourth,FALSE,Not Extended Chord,0
19541,19541,<music21.chord.Chord F#5 B5 F#6 B3 B4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",182,"[6, 11]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fourth,FALSE,Not Extended Chord,0
19546,19546,<music21.chord.Chord F5 F6 G#3 G#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",183,"[5, 8]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Octave,FALSE,Not Extended Chord,0
19547,19547,<music21.chord.Chord F5 F6 G#3 G#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",183,"[5, 8]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Octave,FALSE,Not Extended Chord,0
19550,19550,<music21.chord.Chord F#5 B-5 C#6 F#6 B-3 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",184,"[6, 10, 1]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19551,19551,<music21.chord.Chord F#5 B-5 C#6 F#6 B-3 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",184,"[6, 10, 1]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19554,19554,<music21.chord.Chord F#5 B-5 C#6 F#6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",185,"[6, 10, 1]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19555,19555,<music21.chord.Chord F#5 B-5 C#6 F#6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",185,"[6, 10, 1]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19560,19560,<music21.chord.Chord F5 F6 G#3 G#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",186,"[5, 8]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Octave,FALSE,Not Extended Chord,0
19561,19561,<music21.chord.Chord F5 F6 G#3 G#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",186,"[5, 8]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Octave,FALSE,Not Extended Chord,0
19566,19566,<music21.chord.Chord F#5 B5 F#6 E-4 E-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",187,"[11, 3, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19567,19567,<music21.chord.Chord F#5 B5 F#6 E-4 E-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",187,"[11, 3, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
19570,19570,<music21.chord.Chord F#5 B5 F#6 B3 B4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",188,"[6, 11]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fourth,FALSE,Not Extended Chord,0
19571,19571,<music21.chord.Chord F#5 B5 F#6 B3 B4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",188,"[6, 11]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fourth,FALSE,Not Extended Chord,0
19576,19576,<music21.chord.Chord G#5 E6 G#6 G#3 G#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",189,"[4, 8]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Sixth,FALSE,Not Extended Chord,0
19577,19577,<music21.chord.Chord G#5 E6 G#6 G#3 G#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",189,"[4, 8]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Sixth,FALSE,Not Extended Chord,0
19580,19580,<music21.chord.Chord A5 C#6 E6 A6 C#5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",190,"[9, 1, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19581,19581,<music21.chord.Chord A5 C#6 E6 A6 C#5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",190,"[9, 1, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19584,19584,<music21.chord.Chord A5 C#6 E6 A6 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",191,"[9, 1, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19585,19585,<music21.chord.Chord A5 C#6 E6 A6 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",191,"[9, 1, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19590,19590,<music21.chord.Chord A5 C#6 E6 A6 F#4 F#5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",192,"[1, 4, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19591,19591,<music21.chord.Chord A5 C#6 E6 A6 F#4 F#5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",192,"[1, 4, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19594,19594,<music21.chord.Chord A5 D6 F#6 A6>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",193,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19595,19595,<music21.chord.Chord A5 D6 F#6 A6>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",193,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19598,19598,<music21.chord.Chord A5 D6 F#6 A6 D3 D4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",194,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19599,19599,<music21.chord.Chord A5 D6 F#6 A6 D3 D4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",194,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19604,19604,<music21.chord.Chord A5 D6 F#6 A6 B2 B3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",195,"[6, 9, 11, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19605,19605,<music21.chord.Chord A5 D6 F#6 A6 B2 B3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",195,"[6, 9, 11, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19608,19608,<music21.chord.Chord A5 C#6 E6 A6>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",196,"[9, 1, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19609,19609,<music21.chord.Chord A5 C#6 E6 A6>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",196,"[9, 1, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19612,19612,<music21.chord.Chord A5 C#6 E6 A6 A3 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",197,"[9, 1, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19613,19613,<music21.chord.Chord A5 C#6 E6 A6 A3 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",197,"[9, 1, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19618,19618,<music21.chord.Chord A5 C#6 E6 A6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",198,"[1, 4, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19619,19619,<music21.chord.Chord A5 C#6 E6 A6 F#3 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",198,"[1, 4, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19622,19622,<music21.chord.Chord A5 D6 F#6 A6>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",199,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19623,19623,<music21.chord.Chord A5 D6 F#6 A6>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",199,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19626,19626,<music21.chord.Chord A5 D6 F#6 A6 D3 D4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",200,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19627,19627,<music21.chord.Chord A5 D6 F#6 A6 D3 D4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",200,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19632,19632,<music21.chord.Chord A5 D6 F#6 A6 B2 B3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",201,"[6, 9, 11, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19633,19633,<music21.chord.Chord A5 D6 F#6 A6 B2 B3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",201,"[6, 9, 11, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19636,19636,<music21.chord.Chord A5 D6 F#6 A6 A2 A3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",202,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19637,19637,<music21.chord.Chord A5 D6 F#6 A6 A2 A3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",202,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19638,19638,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",204,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19639,19639,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",204,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19642,19642,<music21.chord.Chord F#5 A5 A4 F#4 F#3 A3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",205,"[6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19643,19643,<music21.chord.Chord F#5 A5 A4 F#4 F#3 A3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",205,"[6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19644,19644,<music21.chord.Chord D5 F#5 F#4 D4 D3 F#3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",206,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19645,19645,<music21.chord.Chord D5 F#5 F#4 D4 D3 F#3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",206,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19648,19648,<music21.chord.Chord A4 E5 E4 A2 E3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",207,"[4, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fifth,FALSE,Not Extended Chord,0
19649,19649,<music21.chord.Chord A4 E5 E4 A2 E3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",207,"[4, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fifth,FALSE,Not Extended Chord,0
19650,19650,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",208,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19651,19651,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",208,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19654,19654,<music21.chord.Chord F#5 A5 F#3 A3 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",209,"[6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19655,19655,<music21.chord.Chord F#5 A5 F#3 A3 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",209,"[6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19656,19656,<music21.chord.Chord D5 F#5 D3 F#3 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",210,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19657,19657,<music21.chord.Chord D5 F#5 D3 F#3 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",210,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19660,19660,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",211,"[4, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fifth,FALSE,Not Extended Chord,0
19661,19661,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",211,"[4, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fifth,FALSE,Not Extended Chord,0
19662,19662,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",212,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19663,19663,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",212,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19666,19666,<music21.chord.Chord F#5 A5 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",213,"[6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19667,19667,<music21.chord.Chord F#5 A5 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",213,"[6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19668,19668,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",214,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19669,19669,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",214,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19672,19672,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",215,"[4, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fifth,FALSE,Not Extended Chord,0
19673,19673,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",215,"[4, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fifth,FALSE,Not Extended Chord,0
19676,19676,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",216,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19677,19677,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",216,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19680,19680,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",217,"[4, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fifth,FALSE,Not Extended Chord,0
19681,19681,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",217,"[4, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fifth,FALSE,Not Extended Chord,0
19684,19684,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",218,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19685,19685,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",218,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19688,19688,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",219,"[4, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Perfect Fifth,FALSE,Not Extended Chord,0
19689,19689,<music21.chord.Chord A4 E5 A3 E4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 5]",219,"[4, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Perfect Fifth,FALSE,Not Extended Chord,0
19692,19692,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",220,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19693,19693,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",220,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19694,19694,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",222,"[2, 6]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19695,19695,<music21.chord.Chord D5 F#5 D4 F#4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",222,"[2, 6]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19696,19696,<music21.chord.Chord F#5 A5 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",223,"[6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19697,19697,<music21.chord.Chord F#5 A5 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",223,"[6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19698,19698,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",228,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19699,19699,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",228,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19702,19702,<music21.chord.Chord D5 D6 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",229,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19703,19703,<music21.chord.Chord D5 D6 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",229,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
