Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,Measure Count
353.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
354,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
355,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
356.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
357,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
357.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
358,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
359.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
360,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
360.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
361,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
362.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
363,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
363.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
364,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
364.5,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
365,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
365.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
366,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
366.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
367,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
368.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
369,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
369.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
370,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
371.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
372,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
372.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
373,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
374.5,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
375,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
375.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
376,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
376.5,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
377,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
377.5,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
378,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
378.5,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
379,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
379.5,<music21.chord.Chord F4 C5>,"[0, 5]","[0, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
379.875,<music21.chord.Chord C5>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
380,<music21.chord.Chord B-4>,[0],[10],Lighting the Tree S186 F Major.mid,Liszt,,
380.5,<music21.chord.Chord A4>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
381,<music21.chord.Chord E6 G4>,"[0, 3]","[4, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
381.5,<music21.chord.Chord F6 F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
381.75,<music21.chord.Chord F6 G5 F4>,"[0, 2]","[5, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
